,AROT_H,AROT_M,AROT_L,AROT_UM,AROT_J,AROT_S,DROT_H,DROT_M,DROT_L,DROT_UM,DROT_J,DROT_S
16627,,58.0,,,,,,43.0,,,,
16628,,54.0,,,,,,24.0,,,,
16629,,52.0,,,,,,50.0,,,,
16630,,57.0,,,,,,29.0,,,,
16631,,56.0,,,,,,60.0,,,,
16632,,56.0,,,,,,29.0,,,,
16633,,50.0,,,,,,51.0,,,,
16634,,49.0,,,,,,32.0,,,,
16635,,54.0,,,,,,49.0,,,,
16636,,51.0,,,,,,35.0,,,,
16637,,53.0,,,,,,47.0,,,,
16638,,55.0,,,,,,52.0,,,,
16639,,55.0,,,,,,52.0,,,,
16640,,66.0,,,,,,47.0,,,,
16641,,61.0,,,,,,41.0,,,,
16642,,58.0,,,,,,34.0,,,,
16643,,60.0,,,,,,36.0,,,,
16644,,56.0,,,,,,38.0,,,,
16645,,59.0,,,,,,36.0,,,,
16646,,55.0,,,,,,39.0,,,,
16647,,55.0,,,,,,37.0,,,,
16648,,53.0,,,,,,38.0,,,,
16649,,52.0,,,,,,50.0,,,,
16650,,56.0,,,,,,39.0,,,,
16651,,50.0,,,,,,47.0,,,,
16652,,51.0,,,,,,37.0,,,,
16653,,52.0,,,,,,47.0,,,,
16654,,59.0,,,,,,30.0,,,,
16655,,51.0,,,,,,31.0,,,,
16656,,59.0,,,,,,31.0,,,,
16657,,56.0,,,,,,39.0,,,,
16658,,53.0,,,,,,29.0,,,,
16659,,55.0,,,,,,49.0,,,,
16660,,51.0,,,,,,43.0,,,,
16661,,51.0,,,,,,42.0,,,,
16662,,58.0,,,,,,35.0,,,,
16663,,52.0,,,,,,46.0,,,,
16664,,57.0,,,,,,31.0,,,,
16665,,66.0,,,,,,37.0,,,,
16666,,63.0,,,,,,32.0,,,,
16667,,55.0,,,,,,40.0,,,,
16668,,56.0,,,,,,32.0,,,,
16669,,60.0,,,,,,36.0,,,,
16670,,57.0,,,,,,44.0,,,,
16671,,50.0,,,,,,38.0,,,,
16672,,59.0,,,,,,32.0,,,,
16673,,52.0,,,,,,35.0,,,,
16674,,56.0,,,,,,49.0,,,,
16675,,55.0,,,,,,46.0,,,,
16676,,54.0,,,,,,55.0,,,,
16677,,56.0,,,,,,51.0,,,,
16678,,69.0,,,,,,46.0,,,,
16679,,54.0,,,,,,48.0,,,,
16680,,57.0,,,,,,32.0,,,,
16681,,69.0,,,,,,42.0,,,,
16682,,52.0,,,,,,45.0,,,,
16683,,54.0,,,,,,42.0,,,,
16684,,52.0,,,,,,38.0,,,,
16685,,52.0,,,,,,32.0,,,,
16686,,57.0,,,,,,34.0,,,,
16687,,51.0,,,,,,35.0,,,,
16688,,52.0,,,,,,50.0,,,,
16689,,60.0,,,,,,31.0,,,,
16690,,56.0,,,,,,33.0,,,,
16691,,48.0,,,,,,62.0,,,,
16692,,53.0,,,,,,32.0,,,,
16693,,50.0,,,,,,43.0,,,,
16694,,52.0,,,,,,25.0,,,,
16695,,53.0,,,,,,45.0,,,,
16696,,65.0,,,,,,38.0,,,,
16697,,53.0,,,,,,33.0,,,,
16698,,55.0,,,,,,56.0,,,,
16699,,70.0,,,,,,33.0,,,,
16700,,55.0,,,,,,34.0,,,,
16701,,55.0,,,,,,31.0,,,,
16702,,58.0,,,,,,35.0,,,,
16703,,61.0,,,,,,80.0,,,,
16704,,46.0,,,,,,29.0,,,,
16705,,55.0,,,,,,33.0,,,,
16706,,57.0,,,,,,34.0,,,,
16707,,56.0,,,,,,37.0,,,,
16708,,55.0,,,,,,42.0,,,,
16709,,63.0,,,,,,45.0,,,,
16710,,57.0,,,,,,54.0,,,,
16711,,70.0,,,,,,41.0,,,,
16712,,59.0,,,,,,47.0,,,,
16713,,62.0,,,,,,62.0,,,,
16714,,54.0,,,,,,34.0,,,,
16715,,57.0,,,,,,39.0,,,,
16716,,55.0,,,,,,31.0,,,,
16717,,54.0,,,,,,46.0,,,,
16718,,52.0,,,,,,39.0,,,,
16719,,56.0,,,,,,39.0,,,,
16720,,60.0,,,,,,29.0,,,,
16721,,51.0,,,,,,52.0,,,,
16722,,50.0,,,,,,42.0,,,,
16723,,55.0,,,,,,40.0,,,,
16724,,52.0,,,,,,30.0,,,,
16725,,77.0,,,,,,44.0,,,,
16726,,58.0,,,,,,29.0,,,,
16727,,52.0,,,,,,35.0,,,,
16728,,54.0,,,,,,42.0,,,,
16729,,52.0,,,,,,45.0,,,,
16730,,57.0,,,,,,47.0,,,,
16731,,53.0,,,,,,42.0,,,,
16732,,51.0,,,,,,42.0,,,,
16733,,62.0,,,,,,52.0,,,,
16734,,56.0,,,,,,33.0,,,,
16735,,64.0,,,,,,41.0,,,,
16736,,60.0,,,,,,36.0,,,,
16737,,48.0,,,,,,40.0,,,,
16738,,53.0,,,,,,42.0,,,,
16739,,54.0,,,,,,46.0,,,,
16740,,51.0,,,,,,38.0,,,,
16741,,54.0,,,,,,34.0,,,,
16742,,59.0,,,,,,35.0,,,,
16743,,54.0,,,,,,31.0,,,,
16744,,56.0,,,,,,56.0,,,,
16745,,47.0,,,,,,37.0,,,,
16746,,60.0,,,,,,41.0,,,,
16747,,54.0,,,,,,46.0,,,,
16748,,66.0,,,,,,45.0,,,,
16749,,55.0,,,,,,37.0,,,,
16750,,56.0,,,,,,55.0,,,,
16751,,49.0,,,,,,35.0,,,,
16752,,50.0,,,,,,36.0,,,,
16753,,54.0,,,,,,49.0,,,,
16754,,61.0,,,,,,48.0,,,,
16755,,58.0,,,,,,35.0,,,,
16756,,67.0,,,,,,32.0,,,,
16757,,65.0,,,,,,43.0,,,,
16758,,58.0,,,,,,29.0,,,,
16759,,62.0,,,,,,34.0,,,,
16760,,58.0,,,,,,60.0,,,,
16761,,63.0,,,,,,29.0,,,,
16762,,53.0,,,,,,36.0,,,,
16763,,52.0,,,,,,40.0,,,,
16764,,56.0,,,,,,40.0,,,,
16765,,60.0,,,,,,48.0,,,,
16766,,55.0,,,,,,43.0,,,,
16767,,56.0,,,,,,37.0,,,,
16768,,50.0,,,,,,89.0,,,,
16769,,49.0,,,,,,42.0,,,,
16770,,55.0,,,,,,53.0,,,,
16771,,58.0,,,,,,39.0,,,,
16772,,51.0,,,,,,37.0,,,,
16773,,57.0,,,,,,31.0,,,,
16774,,56.0,,,,,,29.0,,,,
16775,,58.0,,,,,,47.0,,,,
16776,,60.0,,,,,,41.0,,,,
16777,,67.0,,,,,,47.0,,,,
16778,,55.0,,,,,,34.0,,,,
16779,,58.0,,,,,,37.0,,,,
16780,,49.0,,,,,,37.0,,,,
16781,,52.0,,,,,,34.0,,,,
16782,,57.0,,,,,,36.0,,,,
16783,,56.0,,,,,,42.0,,,,
16784,,57.0,,,,,,45.0,,,,
16785,,59.0,,,,,,42.0,,,,
16786,,55.0,,,,,,47.0,,,,
16787,,54.0,,,,,,43.0,,,,
16788,,54.0,,,,,,31.0,,,,
16789,,49.0,,,,,,34.0,,,,
16790,,57.0,,,,,,35.0,,,,
16791,,56.0,,,,,,46.0,,,,
16792,,48.0,,,,,,31.0,,,,
16793,,55.0,,,,,,37.0,,,,
16794,,56.0,,,,,,33.0,,,,
16795,,60.0,,,,,,31.0,,,,
16796,,61.0,,,,,,39.0,,,,
16797,,62.0,,,,,,61.0,,,,
16798,,56.0,,,,,,39.0,,,,
16799,,59.0,,,,,,46.0,,,,
16800,,52.0,,,,,,36.0,,,,
16801,,58.0,,,,,,41.0,,,,
16802,,58.0,,,,,,39.0,,,,
16803,,58.0,,,,,,37.0,,,,
16804,,62.0,,,,,,45.0,,,,
16805,,57.0,,,,,,50.0,,,,
16806,,57.0,,,,,,56.0,,,,
16807,,55.0,,,,,,66.0,,,,
16808,,53.0,,,,,,53.0,,,,
16809,,52.0,,,,,,30.0,,,,
16810,,54.0,,,,,,27.0,,,,
16811,,59.0,,,,,,42.0,,,,
16812,,56.0,,,,,,48.0,,,,
16813,,63.0,,,,,,50.0,,,,
16814,,52.0,,,,,,35.0,,,,
16815,,60.0,,,,,,61.0,,,,
16816,,55.0,,,,,,38.0,,,,
16817,,58.0,,,,,,40.0,,,,
16818,,55.0,,,,,,26.0,,,,
16819,,56.0,,,,,,37.0,,,,
16820,,52.0,,,,,,46.0,,,,
16821,,57.0,,,,,,41.0,,,,
16822,,56.0,,,,,,34.0,,,,
16823,,53.0,,,,,,28.0,,,,
16824,,59.0,,,,,,33.0,,,,
16825,,53.0,,,,,,53.0,,,,
16826,,60.0,,,,,,42.0,,,,
16827,,54.0,,,,,,60.0,,,,
16828,,60.0,,,,,,37.0,,,,
16829,,57.0,,,,,,34.0,,,,
16830,,52.0,,,,,,32.0,,,,
16831,,52.0,,,,,,58.0,,,,
16832,,52.0,,,,,,45.0,,,,
16833,,53.0,,,,,,45.0,,,,
16834,,50.0,,,,,,45.0,,,,
16835,,57.0,,,,,,43.0,,,,
16836,,54.0,,,,,,40.0,,,,
16837,,60.0,,,,,,36.0,,,,
16838,,55.0,,,,,,36.0,,,,
16839,,51.0,,,,,,50.0,,,,
16840,,48.0,,,,,,38.0,,,,
16841,,54.0,,,,,,38.0,,,,
16842,,51.0,,,,,,33.0,,,,
16843,,56.0,,,,,,33.0,,,,
16844,,53.0,,,,,,38.0,,,,
16845,,46.0,,,,,,38.0,,,,
16846,,55.0,,,,,,41.0,,,,
16847,,60.0,,,,,,36.0,,,,
16848,,54.0,,,,,,40.0,,,,
16849,,62.0,,,,,,42.0,,,,
16850,,56.0,,,,,,37.0,,,,
16851,,61.0,,,,,,49.0,,,,
16852,,57.0,,,,,,32.0,,,,
16853,,63.0,,,,,,38.0,,,,
16854,,57.0,,,,,,43.0,,,,
16855,,55.0,,,,,,46.0,,,,
16856,,71.0,,,,,,33.0,,,,
16857,,53.0,,,,,,52.0,,,,
16858,,55.0,,,,,,47.0,,,,
16859,,61.0,,,,,,52.0,,,,
16860,,64.0,,,,,,44.0,,,,
16861,,55.0,,,,,,36.0,,,,
16862,,55.0,,,,,,34.0,,,,
16863,,63.0,,,,,,38.0,,,,
16864,,57.0,,,,,,37.0,,,,
16865,,55.0,,,,,,34.0,,,,
16866,,56.0,,,,,,41.0,,,,
16867,,60.0,,,,,,46.0,,,,
16868,,58.0,,,,,,39.0,,,,
16869,,58.0,,,,,,43.0,,,,
16870,,54.0,,,,,,51.0,,,,
16871,,54.0,,,,,,60.0,,,,
16872,,55.0,,,,,,38.0,,,,
16873,,67.0,,,,,,30.0,,,,
16874,,66.0,,,,,,33.0,,,,
16875,,64.0,,,,,,52.0,,,,
16876,,53.0,,,,,,37.0,,,,
16877,,60.0,,,,,,46.0,,,,
16878,,57.0,,,,,,31.0,,,,
16879,,57.0,,,,,,35.0,,,,
16880,,51.0,,,,,,43.0,,,,
16881,,51.0,,,,,,33.0,,,,
16882,,62.0,,,,,,43.0,,,,
16883,,52.0,,,,,,46.0,,,,
16884,,70.0,,,,,,60.0,,,,
16885,,61.0,,,,,,34.0,,,,
16886,,54.0,,,,,,37.0,,,,
16887,,66.0,,,,,,34.0,,,,
16888,,61.0,,,,,,33.0,,,,
16889,,55.0,,,,,,52.0,,,,
16890,,60.0,,,,,,35.0,,,,
16891,,55.0,,,,,,37.0,,,,
16892,,51.0,,,,,,52.0,,,,
16893,,50.0,,,,,,30.0,,,,
16894,,53.0,,,,,,42.0,,,,
16895,,50.0,,,,,,27.0,,,,
16896,,43.0,,,,,,36.0,,,,
16897,,62.0,,,,,,37.0,,,,
16898,,68.0,,,,,,34.0,,,,
16899,,60.0,,,,,,34.0,,,,
16900,,61.0,,,,,,33.0,,,,
16901,,52.0,,,,,,32.0,,,,
16902,,57.0,,,,,,44.0,,,,
16903,,57.0,,,,,,34.0,,,,
16904,,66.0,,,,,,36.0,,,,
16905,,59.0,,,,,,35.0,,,,
16906,,57.0,,,,,,51.0,,,,
16907,,68.0,,,,,,34.0,,,,
16908,,57.0,,,,,,37.0,,,,
16909,,54.0,,,,,,29.0,,,,
16910,,72.0,,,,,,32.0,,,,
16911,,72.0,,,,,,55.0,,,,
16912,,57.0,,,,,,42.0,,,,
16913,,70.0,,,,,,33.0,,,,
16914,,60.0,,,,,,40.0,,,,
16915,,68.0,,,,,,47.0,,,,
16916,,48.0,,,,,,39.0,,,,
16917,,54.0,,,,,,58.0,,,,
16918,,55.0,,,,,,39.0,,,,
16919,,47.0,,,,,,56.0,,,,
16920,,55.0,,,,,,59.0,,,,
16921,,52.0,,,,,,40.0,,,,
16922,,50.0,,,,,,42.0,,,,
16923,,56.0,,,,,,51.0,,,,
16924,,60.0,,,,,,51.0,,,,
16925,,57.0,,,,,,27.0,,,,
16926,,70.0,,,,,,34.0,,,,
16927,,59.0,,,,,,33.0,,,,
16928,,46.0,,,,,,35.0,,,,
16929,,50.0,,,,,,36.0,,,,
16930,,55.0,,,,,,49.0,,,,
16931,,54.0,,,,,,37.0,,,,
16932,,49.0,,,,,,39.0,,,,
16933,,60.0,,,,,,32.0,,,,
16934,,52.0,,,,,,62.0,,,,
16935,,54.0,,,,,,48.0,,,,
16936,,50.0,,,,,,34.0,,,,
16937,,56.0,,,,,,35.0,,,,
16938,,52.0,,,,,,45.0,,,,
16939,,56.0,,,,,,34.0,,,,
16940,,56.0,,,,,,45.0,,,,
16941,,61.0,,,,,,44.0,,,,
16942,,54.0,,,,,,36.0,,,,
16943,,54.0,,,,,,26.0,,,,
16944,,56.0,,,,,,25.0,,,,
16945,,57.0,,,,,,35.0,,,,
16946,,58.0,,,,,,31.0,,,,
16947,,65.0,,,,,,57.0,,,,
16948,,63.0,,,,,,32.0,,,,
16949,,53.0,,,,,,32.0,,,,
16950,,51.0,,,,,,48.0,,,,
16951,,53.0,,,,,,33.0,,,,
16952,,53.0,,,,,,50.0,,,,
16953,,53.0,,,,,,29.0,,,,
16954,,52.0,,,,,,43.0,,,,
16955,,51.0,,,,,,38.0,,,,
16956,,57.0,,,,,,38.0,,,,
16957,,58.0,,,,,,25.0,,,,
16958,,55.0,,,,,,33.0,,,,
16959,,63.0,,,,,,26.0,,,,
16960,,58.0,,,,,,46.0,,,,
16961,,57.0,,,,,,35.0,,,,
16962,,65.0,,,,,,50.0,,,,
16963,,49.0,,,,,,38.0,,,,
16964,,64.0,,,,,,47.0,,,,
16965,,61.0,,,,,,40.0,,,,
16966,,59.0,,,,,,61.0,,,,
16967,,58.0,,,,,,38.0,,,,
16968,,52.0,,,,,,32.0,,,,
16969,,55.0,,,,,,34.0,,,,
16970,,54.0,,,,,,53.0,,,,
16971,,62.0,,,,,,30.0,,,,
16972,,54.0,,,,,,48.0,,,,
16973,,57.0,,,,,,55.0,,,,
16974,,53.0,,,,,,43.0,,,,
16975,,59.0,,,,,,32.0,,,,
16976,,50.0,,,,,,56.0,,,,
16977,,60.0,,,,,,33.0,,,,
16978,,54.0,,,,,,46.0,,,,
16979,,48.0,,,,,,46.0,,,,
16980,,55.0,,,,,,38.0,,,,
16981,,68.0,,,,,,37.0,,,,
16982,,56.0,,,,,,35.0,,,,
16983,,62.0,,,,,,46.0,,,,
16984,,51.0,,,,,,43.0,,,,
16985,,56.0,,,,,,46.0,,,,
16986,,46.0,,,,,,39.0,,,,
16987,,61.0,,,,,,50.0,,,,
16988,,62.0,,,,,,27.0,,,,
16989,,68.0,,,,,,43.0,,,,
16990,,47.0,,,,,,32.0,,,,
16991,,55.0,,,,,,29.0,,,,
16992,,52.0,,,,,,54.0,,,,
16993,,56.0,,,,,,31.0,,,,
16994,,55.0,,,,,,41.0,,,,
16995,,57.0,,,,,,43.0,,,,
16996,,53.0,,,,,,35.0,,,,
16997,,53.0,,,,,,34.0,,,,
16998,,57.0,,,,,,34.0,,,,
16999,,54.0,,,,,,49.0,,,,
17000,,50.0,,,,,,52.0,,,,
17001,,55.0,,,,,,50.0,,,,
17002,,64.0,,,,,,33.0,,,,
17003,,51.0,,,,,,30.0,,,,
17004,,50.0,,,,,,32.0,,,,
17005,,52.0,,,,,,27.0,,,,
17006,,67.0,,,,,,45.0,,,,
17007,,53.0,,,,,,39.0,,,,
17008,,67.0,,,,,,40.0,,,,
17009,,58.0,,,,,,51.0,,,,
17010,,56.0,,,,,,28.0,,,,
17011,,59.0,,,,,,40.0,,,,
17012,,55.0,,,,,,31.0,,,,
17013,,56.0,,,,,,50.0,,,,
17014,,55.0,,,,,,44.0,,,,
17015,,63.0,,,,,,50.0,,,,
17016,,57.0,,,,,,30.0,,,,
17017,,63.0,,,,,,44.0,,,,
17018,,60.0,,,,,,55.0,,,,
17019,,52.0,,,,,,31.0,,,,
17020,,60.0,,,,,,32.0,,,,
17021,,68.0,,,,,,26.0,,,,
17022,,57.0,,,,,,42.0,,,,
17023,,57.0,,,,,,29.0,,,,
17024,,58.0,,,,,,34.0,,,,
17025,,51.0,,,,,,34.0,,,,
17026,,60.0,,,,,,35.0,,,,
17027,,69.0,,,,,,42.0,,,,
17028,,92.0,,,,,,37.0,,,,
17029,,61.0,,,,,,46.0,,,,
17030,,56.0,,,,,,28.0,,,,
17031,,47.0,,,,,,32.0,,,,
17032,,60.0,,,,,,45.0,,,,
17033,,54.0,,,,,,47.0,,,,
17034,,58.0,,,,,,40.0,,,,
17035,,61.0,,,,,,42.0,,,,
17036,,61.0,,,,,,45.0,,,,
17037,,60.0,,,,,,51.0,,,,
17038,,57.0,,,,,,33.0,,,,
17039,,49.0,,,,,,40.0,,,,
17040,,69.0,,,,,,40.0,,,,
17041,,63.0,,,,,,53.0,,,,
17042,,54.0,,,,,,50.0,,,,
17043,,66.0,,,,,,33.0,,,,
17044,,60.0,,,,,,33.0,,,,
17045,,60.0,,,,,,53.0,,,,
17046,,62.0,,,,,,36.0,,,,
17047,,50.0,,,,,,31.0,,,,
17048,,62.0,,,,,,53.0,,,,
17049,,57.0,,,,,,39.0,,,,
17050,,67.0,,,,,,38.0,,,,
17051,,58.0,,,,,,37.0,,,,
17052,,60.0,,,,,,36.0,,,,
17053,,65.0,,,,,,37.0,,,,
17054,,62.0,,,,,,42.0,,,,
17055,,62.0,,,,,,46.0,,,,
17056,,53.0,,,,,,39.0,,,,
17057,,57.0,,,,,,52.0,,,,
17058,,58.0,,,,,,44.0,,,,
17059,,54.0,,,,,,53.0,,,,
17060,,60.0,,,,,,41.0,,,,
17061,,77.0,,,,,,31.0,,,,
17062,,64.0,,,,,,40.0,,,,
17063,,58.0,,,,,,42.0,,,,
17064,,54.0,,,,,,46.0,,,,
17065,,63.0,,,,,,35.0,,,,
17066,,67.0,,,,,,35.0,,,,
17067,,66.0,,,,,,47.0,,,,
17068,,62.0,,,,,,42.0,,,,
17069,,60.0,,,,,,37.0,,,,
17070,,64.0,,,,,,48.0,,,,
17071,,52.0,,,,,,36.0,,,,
17072,,64.0,,,,,,35.0,,,,
17073,,55.0,,,,,,36.0,,,,
17074,,61.0,,,,,,32.0,,,,
17075,,52.0,,,,,,46.0,,,,
17076,,61.0,,,,,,44.0,,,,
17077,,57.0,,,,,,35.0,,,,
17078,,58.0,,,,,,44.0,,,,
17079,,56.0,,,,,,41.0,,,,
17080,,60.0,,,,,,33.0,,,,
17081,,66.0,,,,,,51.0,,,,
17082,,50.0,,,,,,39.0,,,,
17083,,54.0,,,,,,31.0,,,,
17084,,57.0,,,,,,34.0,,,,
17085,,63.0,,,,,,36.0,,,,
17086,,64.0,,,,,,34.0,,,,
17087,,61.0,,,,,,30.0,,,,
17088,,55.0,,,,,,33.0,,,,
17089,,67.0,,,,,,54.0,,,,
17090,,60.0,,,,,,51.0,,,,
17091,,51.0,,,,,,43.0,,,,
17092,,53.0,,,,,,32.0,,,,
17093,,56.0,,,,,,36.0,,,,
17094,,48.0,,,,,,28.0,,,,
17095,,52.0,,,,,,37.0,,,,
17096,,50.0,,,,,,36.0,,,,
17097,,55.0,,,,,,41.0,,,,
17098,,49.0,,,,,,35.0,,,,
17099,,55.0,,,,,,44.0,,,,
17100,,75.0,,,,,,37.0,,,,
17101,,55.0,,,,,,40.0,,,,
17102,,53.0,,,,,,34.0,,,,
17103,,69.0,,,,,,36.0,,,,
17104,,54.0,,,,,,36.0,,,,
17105,,52.0,,,,,,44.0,,,,
17106,,54.0,,,,,,33.0,,,,
17107,,62.0,,,,,,29.0,,,,
17108,,56.0,,,,,,27.0,,,,
17109,,74.0,,,,,,32.0,,,,
17110,,59.0,,,,,,51.0,,,,
17111,,56.0,,,,,,43.0,,,,
17112,,66.0,,,,,,54.0,,,,
17113,,57.0,,,,,,96.0,,,,
17114,,51.0,,,,,,38.0,,,,
17115,,52.0,,,,,,100.0,,,,
17116,,60.0,,,,,,32.0,,,,
17117,,59.0,,,,,,33.0,,,,
17118,,46.0,,,,,,53.0,,,,
17119,,56.0,,,,,,34.0,,,,
17120,,49.0,,,,,,38.0,,,,
17121,,55.0,,,,,,33.0,,,,
17122,,51.0,,,,,,40.0,,,,
17123,,54.0,,,,,,31.0,,,,
17124,,66.0,,,,,,37.0,,,,
17125,,53.0,,,,,,39.0,,,,
17126,,56.0,,,,,,30.0,,,,
17127,,60.0,,,,,,48.0,,,,
17128,,53.0,,,,,,32.0,,,,
17129,,58.0,,,,,,36.0,,,,
17130,,56.0,,,,,,37.0,,,,
17131,,61.0,,,,,,31.0,,,,
17132,,55.0,,,,,,32.0,,,,
17133,,56.0,,,,,,52.0,,,,
17134,,56.0,,,,,,49.0,,,,
17135,,57.0,,,,,,55.0,,,,
17136,,47.0,,,,,,31.0,,,,
17137,,52.0,,,,,,44.0,,,,
17138,,53.0,,,,,,45.0,,,,
17139,,62.0,,,,,,51.0,,,,
17140,,52.0,,,,,,52.0,,,,
17141,,61.0,,,,,,40.0,,,,
17142,,53.0,,,,,,33.0,,,,
17143,,58.0,,,,,,30.0,,,,
17144,,56.0,,,,,,30.0,,,,
17145,,52.0,,,,,,37.0,,,,
17146,,75.0,,,,,,31.0,,,,
17147,,56.0,,,,,,32.0,,,,
17148,,56.0,,,,,,33.0,,,,
17149,,54.0,,,,,,34.0,,,,
17150,,55.0,,,,,,26.0,,,,
17151,,59.0,,,,,,32.0,,,,
17152,,59.0,,,,,,49.0,,,,
17153,,49.0,,,,,,56.0,,,,
17154,,55.0,,,,,,29.0,,,,
17155,,58.0,,,,,,44.0,,,,
17156,,56.0,,,,,,39.0,,,,
17157,,57.0,,,,,,35.0,,,,
17158,,53.0,,,,,,37.0,,,,
17159,,54.0,,,,,,48.0,,,,
17160,,57.0,,,,,,44.0,,,,
17161,,59.0,,,,,,42.0,,,,
17162,,54.0,,,,,,41.0,,,,
17163,,69.0,,,,,,38.0,,,,
17164,,55.0,,,,,,36.0,,,,
17165,,50.0,,,,,,48.0,,,,
17166,,54.0,,,,,,47.0,,,,
17167,,52.0,,,,,,37.0,,,,
17168,,57.0,,,,,,36.0,,,,
17169,,60.0,,,,,,40.0,,,,
17170,,56.0,,,,,,44.0,,,,
17171,,51.0,,,,,,32.0,,,,
17172,,54.0,,,,,,38.0,,,,
17173,,54.0,,,,,,54.0,,,,
17174,,53.0,,,,,,51.0,,,,
17175,,59.0,,,,,,49.0,,,,
17176,,58.0,,,,,,36.0,,,,
17177,,44.0,,,,,,39.0,,,,
17178,,55.0,,,,,,53.0,,,,
17179,,52.0,,,,,,40.0,,,,
17180,,44.0,,,,,,34.0,,,,
17181,,50.0,,,,,,53.0,,,,
17182,,54.0,,,,,,33.0,,,,
17183,,75.0,,,,,,33.0,,,,
17184,,52.0,,,,,,36.0,,,,
17185,,62.0,,,,,,36.0,,,,
17186,,51.0,,,,,,48.0,,,,
17187,,55.0,,,,,,50.0,,,,
17188,,51.0,,,,,,43.0,,,,
17189,,58.0,,,,,,41.0,,,,
17190,,55.0,,,,,,32.0,,,,
17191,,55.0,,,,,,39.0,,,,
17192,,52.0,,,,,,93.0,,,,
17193,,49.0,,,,,,43.0,,,,
17194,,52.0,,,,,,39.0,,,,
17195,,50.0,,,,,,30.0,,,,
17196,,57.0,,,,,,32.0,,,,
17197,,48.0,,,,,,30.0,,,,
17198,,48.0,,,,,,43.0,,,,
17199,,52.0,,,,,,48.0,,,,
17200,,52.0,,,,,,56.0,,,,
17201,,61.0,,,,,,40.0,,,,
17202,,52.0,,,,,,55.0,,,,
17203,,53.0,,,,,,47.0,,,,
17204,,51.0,,,,,,37.0,,,,
17205,,54.0,,,,,,31.0,,,,
17206,,55.0,,,,,,44.0,,,,
17207,,58.0,,,,,,38.0,,,,
17208,,59.0,,,,,,28.0,,,,
17209,,60.0,,,,,,48.0,,,,
17210,,50.0,,,,,,41.0,,,,
17211,,59.0,,,,,,28.0,,,,
17212,,63.0,,,,,,35.0,,,,
17213,,53.0,,,,,,33.0,,,,
17214,,57.0,,,,,,37.0,,,,
17215,,60.0,,,,,,46.0,,,,
17216,,54.0,,,,,,41.0,,,,
17217,,55.0,,,,,,33.0,,,,
17218,,55.0,,,,,,65.0,,,,
17219,,56.0,,,,,,38.0,,,,
17220,,52.0,,,,,,32.0,,,,
17221,,57.0,,,,,,46.0,,,,
17222,,55.0,,,,,,42.0,,,,
17223,,51.0,,,,,,38.0,,,,
17224,,50.0,,,,,,33.0,,,,
17225,,52.0,,,,,,32.0,,,,
17226,,53.0,,,,,,33.0,,,,
17227,,53.0,,,,,,48.0,,,,
17228,,53.0,,,,,,36.0,,,,
17229,,60.0,,,,,,32.0,,,,
17230,,63.0,,,,,,35.0,,,,
17231,,54.0,,,,,,47.0,,,,
17232,,60.0,,,,,,34.0,,,,
17233,,48.0,,,,,,41.0,,,,
17234,,55.0,,,,,,36.0,,,,
17235,,56.0,,,,,,43.0,,,,
17236,,60.0,,,,,,58.0,,,,
17237,,63.0,,,,,,28.0,,,,
17238,,49.0,,,,,,48.0,,,,
17239,,59.0,,,,,,31.0,,,,
17240,,58.0,,,,,,44.0,,,,
17241,,54.0,,,,,,51.0,,,,
17242,,57.0,,,,,,42.0,,,,
17243,,63.0,,,,,,40.0,,,,
17244,,53.0,,,,,,41.0,,,,
17245,,65.0,,,,,,35.0,,,,
17246,,53.0,,,,,,52.0,,,,
17247,,49.0,,,,,,56.0,,,,
17248,,57.0,,,,,,44.0,,,,
17249,,50.0,,,,,,37.0,,,,
17250,,65.0,,,,,,40.0,,,,
17251,,60.0,,,,,,26.0,,,,
17252,,46.0,,,,,,36.0,,,,
17253,,52.0,,,,,,43.0,,,,
17254,,54.0,,,,,,37.0,,,,
17255,,52.0,,,,,,33.0,,,,
17256,,50.0,,,,,,41.0,,,,
17257,,55.0,,,,,,27.0,,,,
17258,,53.0,,,,,,47.0,,,,
17259,,54.0,,,,,,43.0,,,,
17260,,52.0,,,,,,29.0,,,,
17261,,57.0,,,,,,36.0,,,,
17262,,55.0,,,,,,35.0,,,,
17263,,62.0,,,,,,49.0,,,,
17264,,48.0,,,,,,35.0,,,,
17265,,56.0,,,,,,49.0,,,,
17266,,52.0,,,,,,31.0,,,,
17267,,51.0,,,,,,36.0,,,,
17268,,53.0,,,,,,42.0,,,,
17269,,58.0,,,,,,40.0,,,,
17270,,55.0,,,,,,52.0,,,,
17271,,61.0,,,,,,34.0,,,,
17272,,46.0,,,,,,45.0,,,,
17273,,53.0,,,,,,36.0,,,,
17274,,59.0,,,,,,103.0,,,,
17275,,51.0,,,,,,31.0,,,,
17276,,52.0,,,,,,37.0,,,,
17277,,53.0,,,,,,51.0,,,,
17278,,59.0,,,,,,25.0,,,,
17279,,56.0,,,,,,32.0,,,,
17280,,54.0,,,,,,57.0,,,,
17281,,54.0,,,,,,34.0,,,,
17282,,55.0,,,,,,34.0,,,,
17283,,57.0,,,,,,49.0,,,,
17284,,52.0,,,,,,49.0,,,,
17285,,55.0,,,,,,54.0,,,,
17286,,53.0,,,,,,31.0,,,,
17287,,56.0,,,,,,37.0,,,,
17288,,55.0,,,,,,46.0,,,,
17289,,55.0,,,,,,32.0,,,,
