,AROT_H,AROT_M,AROT_L,AROT_UM,AROT_J,AROT_S,DROT_H,DROT_M,DROT_L,DROT_UM,DROT_J,DROT_S
15964,,58.0,,,,,,38.0,,,,
15965,,55.0,,,,,,34.0,,,,
15966,,54.0,,,,,,41.0,,,,
15967,,51.0,,,,,,33.0,,,,
15968,,56.0,,,,,,45.0,,,,
15969,,58.0,,,,,,36.0,,,,
15970,,56.0,,,,,,33.0,,,,
15971,,51.0,,,,,,32.0,,,,
15972,,57.0,,,,,,49.0,,,,
15973,,56.0,,,,,,53.0,,,,
15974,,57.0,,,,,,44.0,,,,
15975,,58.0,,,,,,46.0,,,,
15976,,59.0,,,,,,41.0,,,,
15977,,62.0,,,,,,39.0,,,,
15978,,65.0,,,,,,31.0,,,,
15979,,64.0,,,,,,27.0,,,,
15980,,55.0,,,,,,39.0,,,,
15981,,62.0,,,,,,44.0,,,,
15982,,65.0,,,,,,41.0,,,,
15983,,60.0,,,,,,38.0,,,,
15984,,66.0,,,,,,49.0,,,,
15985,,57.0,,,,,,53.0,,,,
15986,,54.0,,,,,,33.0,,,,
15987,,61.0,,,,,,51.0,,,,
15988,,57.0,,,,,,64.0,,,,
15989,,56.0,,,,,,31.0,,,,
15990,,57.0,,,,,,51.0,,,,
15991,,58.0,,,,,,39.0,,,,
15992,,64.0,,,,,,35.0,,,,
15993,,60.0,,,,,,36.0,,,,
15994,,64.0,,,,,,33.0,,,,
15995,,59.0,,,,,,34.0,,,,
15996,,59.0,,,,,,44.0,,,,
15997,,57.0,,,,,,41.0,,,,
15998,,57.0,,,,,,32.0,,,,
15999,,56.0,,,,,,34.0,,,,
16000,,57.0,,,,,,47.0,,,,
16001,,59.0,,,,,,39.0,,,,
16002,,62.0,,,,,,47.0,,,,
16003,,60.0,,,,,,49.0,,,,
16004,,64.0,,,,,,33.0,,,,
16005,,58.0,,,,,,35.0,,,,
16006,,57.0,,,,,,31.0,,,,
16007,,62.0,,,,,,41.0,,,,
16008,,65.0,,,,,,31.0,,,,
16009,,60.0,,,,,,34.0,,,,
16010,,64.0,,,,,,46.0,,,,
16011,,72.0,,,,,,31.0,,,,
16012,,55.0,,,,,,42.0,,,,
16013,,58.0,,,,,,48.0,,,,
16014,,56.0,,,,,,41.0,,,,
16015,,66.0,,,,,,29.0,,,,
16016,,63.0,,,,,,40.0,,,,
16017,,64.0,,,,,,31.0,,,,
16018,,65.0,,,,,,40.0,,,,
16019,,64.0,,,,,,40.0,,,,
16020,,61.0,,,,,,35.0,,,,
16021,,54.0,,,,,,32.0,,,,
16022,,63.0,,,,,,34.0,,,,
16023,,64.0,,,,,,44.0,,,,
16024,,59.0,,,,,,40.0,,,,
16025,,60.0,,,,,,38.0,,,,
16026,,54.0,,,,,,39.0,,,,
16027,,55.0,,,,,,29.0,,,,
16028,,53.0,,,,,,32.0,,,,
16029,,52.0,,,,,,36.0,,,,
16030,,54.0,,,,,,31.0,,,,
16031,,60.0,,,,,,41.0,,,,
16032,,64.0,,,,,,48.0,,,,
16033,,58.0,,,,,,43.0,,,,
16034,,51.0,,,,,,65.0,,,,
16035,,62.0,,,,,,46.0,,,,
16036,,49.0,,,,,,38.0,,,,
16037,,48.0,,,,,,29.0,,,,
16038,,53.0,,,,,,25.0,,,,
16039,,58.0,,,,,,47.0,,,,
16040,,53.0,,,,,,37.0,,,,
16041,,56.0,,,,,,26.0,,,,
16042,,54.0,,,,,,32.0,,,,
16043,,57.0,,,,,,26.0,,,,
16044,,53.0,,,,,,53.0,,,,
16045,,57.0,,,,,,34.0,,,,
16046,,65.0,,,,,,33.0,,,,
16047,,54.0,,,,,,56.0,,,,
16048,,55.0,,,,,,55.0,,,,
16049,,55.0,,,,,,26.0,,,,
16050,,61.0,,,,,,40.0,,,,
16051,,60.0,,,,,,31.0,,,,
16052,,60.0,,,,,,35.0,,,,
16053,,50.0,,,,,,31.0,,,,
16054,,56.0,,,,,,42.0,,,,
16055,,54.0,,,,,,35.0,,,,
16056,,76.0,,,,,,40.0,,,,
16057,,59.0,,,,,,47.0,,,,
16058,,64.0,,,,,,32.0,,,,
16059,,59.0,,,,,,42.0,,,,
16060,,60.0,,,,,,46.0,,,,
16061,,56.0,,,,,,39.0,,,,
16062,,62.0,,,,,,37.0,,,,
16063,,56.0,,,,,,40.0,,,,
16064,,58.0,,,,,,48.0,,,,
16065,,60.0,,,,,,36.0,,,,
16066,,55.0,,,,,,51.0,,,,
16067,,59.0,,,,,,36.0,,,,
16068,,59.0,,,,,,39.0,,,,
16069,,52.0,,,,,,35.0,,,,
16070,,55.0,,,,,,39.0,,,,
16071,,67.0,,,,,,53.0,,,,
16072,,57.0,,,,,,35.0,,,,
16073,,54.0,,,,,,43.0,,,,
16074,,61.0,,,,,,45.0,,,,
16075,,63.0,,,,,,54.0,,,,
16076,,72.0,,,,,,41.0,,,,
16077,,58.0,,,,,,40.0,,,,
16078,,67.0,,,,,,46.0,,,,
16079,,57.0,,,,,,54.0,,,,
16080,,51.0,,,,,,44.0,,,,
16081,,64.0,,,,,,34.0,,,,
16082,,62.0,,,,,,35.0,,,,
16083,,62.0,,,,,,39.0,,,,
16084,,52.0,,,,,,41.0,,,,
16085,,50.0,,,,,,30.0,,,,
16086,,63.0,,,,,,50.0,,,,
16087,,59.0,,,,,,33.0,,,,
16088,,53.0,,,,,,40.0,,,,
16089,,59.0,,,,,,34.0,,,,
16090,,52.0,,,,,,32.0,,,,
16091,,54.0,,,,,,52.0,,,,
16092,,57.0,,,,,,38.0,,,,
16093,,54.0,,,,,,52.0,,,,
16094,,44.0,,,,,,36.0,,,,
16095,,54.0,,,,,,49.0,,,,
16096,,55.0,,,,,,25.0,,,,
16097,,53.0,,,,,,31.0,,,,
16098,,61.0,,,,,,45.0,,,,
16099,,51.0,,,,,,34.0,,,,
16100,,51.0,,,,,,48.0,,,,
16101,,48.0,,,,,,46.0,,,,
16102,,54.0,,,,,,49.0,,,,
16103,,57.0,,,,,,46.0,,,,
16104,,53.0,,,,,,42.0,,,,
16105,,56.0,,,,,,46.0,,,,
16106,,55.0,,,,,,37.0,,,,
16107,,53.0,,,,,,43.0,,,,
16108,,53.0,,,,,,40.0,,,,
16109,,53.0,,,,,,39.0,,,,
16110,,46.0,,,,,,37.0,,,,
16111,,57.0,,,,,,33.0,,,,
16112,,52.0,,,,,,33.0,,,,
16113,,52.0,,,,,,43.0,,,,
16114,,62.0,,,,,,52.0,,,,
16115,,57.0,,,,,,41.0,,,,
16116,,58.0,,,,,,41.0,,,,
16117,,54.0,,,,,,31.0,,,,
16118,,54.0,,,,,,34.0,,,,
16119,,53.0,,,,,,50.0,,,,
16120,,55.0,,,,,,31.0,,,,
16121,,58.0,,,,,,52.0,,,,
16122,,54.0,,,,,,56.0,,,,
16123,,49.0,,,,,,38.0,,,,
16124,,51.0,,,,,,54.0,,,,
16125,,63.0,,,,,,27.0,,,,
16126,,46.0,,,,,,32.0,,,,
16127,,61.0,,,,,,36.0,,,,
16128,,59.0,,,,,,78.0,,,,
16129,,56.0,,,,,,47.0,,,,
16130,,62.0,,,,,,37.0,,,,
16131,,53.0,,,,,,36.0,,,,
16132,,54.0,,,,,,33.0,,,,
16133,,56.0,,,,,,52.0,,,,
16134,,57.0,,,,,,37.0,,,,
16135,,56.0,,,,,,40.0,,,,
16136,,57.0,,,,,,47.0,,,,
16137,,49.0,,,,,,39.0,,,,
16138,,56.0,,,,,,38.0,,,,
16139,,53.0,,,,,,32.0,,,,
16140,,60.0,,,,,,40.0,,,,
16141,,53.0,,,,,,40.0,,,,
16142,,59.0,,,,,,48.0,,,,
16143,,58.0,,,,,,53.0,,,,
16144,,58.0,,,,,,37.0,,,,
16145,,53.0,,,,,,38.0,,,,
16146,,60.0,,,,,,51.0,,,,
16147,,55.0,,,,,,38.0,,,,
16148,,59.0,,,,,,44.0,,,,
16149,,54.0,,,,,,27.0,,,,
16150,,51.0,,,,,,35.0,,,,
16151,,54.0,,,,,,47.0,,,,
16152,,54.0,,,,,,37.0,,,,
16153,,56.0,,,,,,43.0,,,,
16154,,57.0,,,,,,50.0,,,,
16155,,57.0,,,,,,29.0,,,,
16156,,54.0,,,,,,29.0,,,,
16157,,52.0,,,,,,34.0,,,,
16158,,47.0,,,,,,42.0,,,,
16159,,58.0,,,,,,35.0,,,,
16160,,62.0,,,,,,33.0,,,,
16161,,55.0,,,,,,44.0,,,,
16162,,57.0,,,,,,41.0,,,,
16163,,51.0,,,,,,31.0,,,,
16164,,50.0,,,,,,37.0,,,,
16165,,52.0,,,,,,36.0,,,,
16166,,58.0,,,,,,35.0,,,,
16167,,56.0,,,,,,40.0,,,,
16168,,51.0,,,,,,35.0,,,,
16169,,50.0,,,,,,41.0,,,,
16170,,59.0,,,,,,34.0,,,,
16171,,48.0,,,,,,56.0,,,,
16172,,58.0,,,,,,40.0,,,,
16173,,58.0,,,,,,33.0,,,,
16174,,59.0,,,,,,45.0,,,,
16175,,61.0,,,,,,31.0,,,,
16176,,52.0,,,,,,31.0,,,,
16177,,57.0,,,,,,45.0,,,,
16178,,60.0,,,,,,49.0,,,,
16179,,54.0,,,,,,31.0,,,,
16180,,54.0,,,,,,44.0,,,,
16181,,68.0,,,,,,39.0,,,,
16182,,66.0,,,,,,30.0,,,,
16183,,61.0,,,,,,29.0,,,,
16184,,58.0,,,,,,43.0,,,,
16185,,67.0,,,,,,26.0,,,,
16186,,52.0,,,,,,33.0,,,,
16187,,54.0,,,,,,37.0,,,,
16188,,59.0,,,,,,59.0,,,,
16189,,53.0,,,,,,37.0,,,,
16190,,62.0,,,,,,40.0,,,,
16191,,55.0,,,,,,35.0,,,,
16192,,52.0,,,,,,68.0,,,,
16193,,54.0,,,,,,35.0,,,,
16194,,56.0,,,,,,50.0,,,,
16195,,52.0,,,,,,36.0,,,,
16196,,56.0,,,,,,54.0,,,,
16197,,55.0,,,,,,40.0,,,,
16198,,51.0,,,,,,53.0,,,,
16199,,56.0,,,,,,41.0,,,,
16200,,57.0,,,,,,33.0,,,,
16201,,56.0,,,,,,35.0,,,,
16202,,56.0,,,,,,50.0,,,,
16203,,55.0,,,,,,33.0,,,,
16204,,54.0,,,,,,37.0,,,,
16205,,57.0,,,,,,42.0,,,,
16206,,61.0,,,,,,36.0,,,,
16207,,57.0,,,,,,36.0,,,,
16208,,61.0,,,,,,27.0,,,,
16209,,65.0,,,,,,31.0,,,,
16210,,54.0,,,,,,35.0,,,,
16211,,82.0,,,,,,29.0,,,,
16212,,57.0,,,,,,63.0,,,,
16213,,54.0,,,,,,36.0,,,,
16214,,65.0,,,,,,36.0,,,,
16215,,51.0,,,,,,34.0,,,,
16216,,68.0,,,,,,26.0,,,,
16217,,59.0,,,,,,41.0,,,,
16218,,52.0,,,,,,32.0,,,,
16219,,56.0,,,,,,31.0,,,,
16220,,53.0,,,,,,37.0,,,,
16221,,46.0,,,,,,44.0,,,,
16222,,50.0,,,,,,40.0,,,,
16223,,51.0,,,,,,31.0,,,,
16224,,55.0,,,,,,36.0,,,,
16225,,55.0,,,,,,31.0,,,,
16226,,55.0,,,,,,43.0,,,,
16227,,62.0,,,,,,57.0,,,,
16228,,55.0,,,,,,45.0,,,,
16229,,58.0,,,,,,40.0,,,,
16230,,58.0,,,,,,42.0,,,,
16231,,56.0,,,,,,46.0,,,,
16232,,50.0,,,,,,33.0,,,,
16233,,55.0,,,,,,46.0,,,,
16234,,53.0,,,,,,29.0,,,,
16235,,53.0,,,,,,40.0,,,,
16236,,49.0,,,,,,43.0,,,,
16237,,51.0,,,,,,38.0,,,,
16238,,54.0,,,,,,36.0,,,,
16239,,64.0,,,,,,59.0,,,,
16240,,58.0,,,,,,41.0,,,,
16241,,55.0,,,,,,34.0,,,,
16242,,58.0,,,,,,53.0,,,,
16243,,52.0,,,,,,37.0,,,,
16244,,53.0,,,,,,55.0,,,,
16245,,56.0,,,,,,31.0,,,,
16246,,52.0,,,,,,34.0,,,,
16247,,62.0,,,,,,56.0,,,,
16248,,62.0,,,,,,67.0,,,,
16249,,59.0,,,,,,45.0,,,,
16250,,52.0,,,,,,49.0,,,,
16251,,57.0,,,,,,44.0,,,,
16252,,57.0,,,,,,32.0,,,,
16253,,58.0,,,,,,32.0,,,,
16254,,57.0,,,,,,50.0,,,,
16255,,52.0,,,,,,28.0,,,,
16256,,60.0,,,,,,72.0,,,,
16257,,52.0,,,,,,37.0,,,,
16258,,59.0,,,,,,47.0,,,,
16259,,51.0,,,,,,33.0,,,,
16260,,54.0,,,,,,34.0,,,,
16261,,53.0,,,,,,41.0,,,,
16262,,55.0,,,,,,49.0,,,,
16263,,59.0,,,,,,33.0,,,,
16264,,54.0,,,,,,41.0,,,,
16265,,53.0,,,,,,42.0,,,,
16266,,58.0,,,,,,31.0,,,,
16267,,52.0,,,,,,42.0,,,,
16268,,57.0,,,,,,30.0,,,,
16269,,56.0,,,,,,36.0,,,,
16270,,57.0,,,,,,38.0,,,,
16271,,51.0,,,,,,33.0,,,,
16272,,58.0,,,,,,66.0,,,,
16273,,58.0,,,,,,31.0,,,,
16274,,54.0,,,,,,46.0,,,,
16275,,59.0,,,,,,44.0,,,,
16276,,55.0,,,,,,36.0,,,,
16277,,58.0,,,,,,32.0,,,,
16278,,57.0,,,,,,41.0,,,,
16279,,57.0,,,,,,35.0,,,,
16280,,54.0,,,,,,32.0,,,,
16281,,53.0,,,,,,39.0,,,,
16282,,53.0,,,,,,28.0,,,,
16283,,56.0,,,,,,36.0,,,,
16284,,60.0,,,,,,52.0,,,,
16285,,55.0,,,,,,45.0,,,,
16286,,47.0,,,,,,31.0,,,,
16287,,53.0,,,,,,36.0,,,,
16288,,50.0,,,,,,33.0,,,,
16289,,54.0,,,,,,39.0,,,,
16290,,51.0,,,,,,32.0,,,,
16291,,52.0,,,,,,38.0,,,,
16292,,53.0,,,,,,34.0,,,,
16293,,60.0,,,,,,37.0,,,,
16294,,56.0,,,,,,45.0,,,,
16295,,52.0,,,,,,38.0,,,,
16296,,59.0,,,,,,43.0,,,,
16297,,55.0,,,,,,38.0,,,,
16298,,51.0,,,,,,45.0,,,,
16299,,60.0,,,,,,30.0,,,,
16300,,55.0,,,,,,31.0,,,,
16301,,55.0,,,,,,29.0,,,,
16302,,56.0,,,,,,36.0,,,,
16303,,58.0,,,,,,33.0,,,,
16304,,62.0,,,,,,41.0,,,,
16305,,56.0,,,,,,29.0,,,,
16306,,53.0,,,,,,46.0,,,,
16307,,53.0,,,,,,38.0,,,,
16308,,61.0,,,,,,41.0,,,,
16309,,61.0,,,,,,32.0,,,,
16310,,53.0,,,,,,51.0,,,,
16311,,53.0,,,,,,36.0,,,,
16312,,52.0,,,,,,29.0,,,,
16313,,53.0,,,,,,33.0,,,,
16314,,54.0,,,,,,33.0,,,,
16315,,51.0,,,,,,46.0,,,,
16316,,58.0,,,,,,38.0,,,,
16317,,69.0,,,,,,40.0,,,,
16318,,57.0,,,,,,50.0,,,,
16319,,59.0,,,,,,35.0,,,,
16320,,62.0,,,,,,29.0,,,,
16321,,49.0,,,,,,33.0,,,,
16322,,58.0,,,,,,31.0,,,,
16323,,54.0,,,,,,38.0,,,,
16324,,73.0,,,,,,43.0,,,,
16325,,56.0,,,,,,32.0,,,,
16326,,57.0,,,,,,43.0,,,,
16327,,69.0,,,,,,41.0,,,,
16328,,63.0,,,,,,36.0,,,,
16329,,62.0,,,,,,37.0,,,,
16330,,66.0,,,,,,59.0,,,,
16331,,60.0,,,,,,36.0,,,,
16332,,53.0,,,,,,49.0,,,,
16333,,57.0,,,,,,30.0,,,,
16334,,62.0,,,,,,47.0,,,,
16335,,56.0,,,,,,35.0,,,,
16336,,47.0,,,,,,48.0,,,,
16337,,57.0,,,,,,33.0,,,,
16338,,50.0,,,,,,55.0,,,,
16339,,53.0,,,,,,39.0,,,,
16340,,53.0,,,,,,59.0,,,,
16341,,63.0,,,,,,38.0,,,,
16342,,62.0,,,,,,33.0,,,,
16343,,57.0,,,,,,34.0,,,,
16344,,60.0,,,,,,37.0,,,,
16345,,56.0,,,,,,42.0,,,,
16346,,64.0,,,,,,49.0,,,,
16347,,68.0,,,,,,42.0,,,,
16348,,61.0,,,,,,39.0,,,,
16349,,54.0,,,,,,37.0,,,,
16350,,56.0,,,,,,32.0,,,,
16351,,59.0,,,,,,49.0,,,,
16352,,56.0,,,,,,50.0,,,,
16353,,61.0,,,,,,41.0,,,,
16354,,59.0,,,,,,38.0,,,,
16355,,57.0,,,,,,38.0,,,,
16356,,57.0,,,,,,35.0,,,,
16357,,53.0,,,,,,37.0,,,,
16358,,61.0,,,,,,35.0,,,,
16359,,52.0,,,,,,42.0,,,,
16360,,65.0,,,,,,48.0,,,,
16361,,64.0,,,,,,41.0,,,,
16362,,55.0,,,,,,48.0,,,,
16363,,64.0,,,,,,37.0,,,,
16364,,56.0,,,,,,32.0,,,,
16365,,53.0,,,,,,46.0,,,,
16366,,60.0,,,,,,33.0,,,,
16367,,64.0,,,,,,40.0,,,,
16368,,55.0,,,,,,49.0,,,,
16369,,59.0,,,,,,49.0,,,,
16370,,59.0,,,,,,36.0,,,,
16371,,60.0,,,,,,41.0,,,,
16372,,60.0,,,,,,42.0,,,,
16373,,61.0,,,,,,36.0,,,,
16374,,61.0,,,,,,48.0,,,,
16375,,54.0,,,,,,52.0,,,,
16376,,61.0,,,,,,37.0,,,,
16377,,62.0,,,,,,54.0,,,,
16378,,64.0,,,,,,38.0,,,,
16379,,54.0,,,,,,46.0,,,,
16380,,50.0,,,,,,38.0,,,,
16381,,59.0,,,,,,38.0,,,,
16382,,54.0,,,,,,32.0,,,,
16383,,59.0,,,,,,49.0,,,,
16384,,54.0,,,,,,67.0,,,,
16385,,50.0,,,,,,37.0,,,,
16386,,58.0,,,,,,45.0,,,,
16387,,61.0,,,,,,51.0,,,,
16388,,54.0,,,,,,36.0,,,,
16389,,52.0,,,,,,34.0,,,,
16390,,50.0,,,,,,38.0,,,,
16391,,42.0,,,,,,49.0,,,,
16392,,51.0,,,,,,33.0,,,,
16393,,54.0,,,,,,36.0,,,,
16394,,59.0,,,,,,43.0,,,,
16395,,56.0,,,,,,41.0,,,,
16396,,56.0,,,,,,37.0,,,,
16397,,56.0,,,,,,64.0,,,,
16398,,50.0,,,,,,27.0,,,,
16399,,53.0,,,,,,47.0,,,,
16400,,51.0,,,,,,38.0,,,,
16401,,56.0,,,,,,46.0,,,,
16402,,59.0,,,,,,37.0,,,,
16403,,63.0,,,,,,47.0,,,,
16404,,52.0,,,,,,35.0,,,,
16405,,59.0,,,,,,34.0,,,,
16406,,61.0,,,,,,41.0,,,,
16407,,50.0,,,,,,38.0,,,,
16408,,55.0,,,,,,26.0,,,,
16409,,62.0,,,,,,41.0,,,,
16410,,60.0,,,,,,49.0,,,,
16411,,49.0,,,,,,39.0,,,,
16412,,54.0,,,,,,38.0,,,,
16413,,52.0,,,,,,37.0,,,,
16414,,52.0,,,,,,44.0,,,,
16415,,61.0,,,,,,34.0,,,,
16416,,58.0,,,,,,46.0,,,,
16417,,69.0,,,,,,36.0,,,,
16418,,57.0,,,,,,26.0,,,,
16419,,48.0,,,,,,29.0,,,,
16420,,63.0,,,,,,33.0,,,,
16421,,49.0,,,,,,48.0,,,,
16422,,59.0,,,,,,51.0,,,,
16423,,53.0,,,,,,38.0,,,,
16424,,57.0,,,,,,30.0,,,,
16425,,55.0,,,,,,45.0,,,,
16426,,52.0,,,,,,41.0,,,,
16427,,60.0,,,,,,54.0,,,,
16428,,54.0,,,,,,56.0,,,,
16429,,66.0,,,,,,37.0,,,,
16430,,53.0,,,,,,42.0,,,,
16431,,69.0,,,,,,56.0,,,,
16432,,54.0,,,,,,57.0,,,,
16433,,58.0,,,,,,31.0,,,,
16434,,53.0,,,,,,49.0,,,,
16435,,54.0,,,,,,31.0,,,,
16436,,51.0,,,,,,52.0,,,,
16437,,51.0,,,,,,33.0,,,,
16438,,54.0,,,,,,40.0,,,,
16439,,58.0,,,,,,52.0,,,,
16440,,55.0,,,,,,29.0,,,,
16441,,60.0,,,,,,49.0,,,,
16442,,55.0,,,,,,33.0,,,,
16443,,46.0,,,,,,35.0,,,,
16444,,60.0,,,,,,31.0,,,,
16445,,49.0,,,,,,48.0,,,,
16446,,56.0,,,,,,38.0,,,,
16447,,53.0,,,,,,38.0,,,,
16448,,54.0,,,,,,46.0,,,,
16449,,52.0,,,,,,37.0,,,,
16450,,69.0,,,,,,39.0,,,,
16451,,49.0,,,,,,38.0,,,,
16452,,57.0,,,,,,35.0,,,,
16453,,56.0,,,,,,52.0,,,,
16454,,50.0,,,,,,34.0,,,,
16455,,47.0,,,,,,47.0,,,,
16456,,48.0,,,,,,37.0,,,,
16457,,54.0,,,,,,36.0,,,,
16458,,55.0,,,,,,26.0,,,,
16459,,57.0,,,,,,44.0,,,,
16460,,56.0,,,,,,45.0,,,,
16461,,53.0,,,,,,46.0,,,,
16462,,54.0,,,,,,44.0,,,,
16463,,55.0,,,,,,42.0,,,,
16464,,48.0,,,,,,42.0,,,,
16465,,49.0,,,,,,31.0,,,,
16466,,58.0,,,,,,34.0,,,,
16467,,53.0,,,,,,40.0,,,,
16468,,56.0,,,,,,52.0,,,,
16469,,49.0,,,,,,48.0,,,,
16470,,56.0,,,,,,34.0,,,,
16471,,52.0,,,,,,38.0,,,,
16472,,59.0,,,,,,26.0,,,,
16473,,63.0,,,,,,30.0,,,,
16474,,59.0,,,,,,48.0,,,,
16475,,55.0,,,,,,34.0,,,,
16476,,51.0,,,,,,54.0,,,,
16477,,57.0,,,,,,75.0,,,,
16478,,55.0,,,,,,61.0,,,,
16479,,56.0,,,,,,27.0,,,,
16480,,49.0,,,,,,38.0,,,,
16481,,53.0,,,,,,57.0,,,,
16482,,58.0,,,,,,40.0,,,,
16483,,60.0,,,,,,37.0,,,,
16484,,53.0,,,,,,51.0,,,,
16485,,52.0,,,,,,36.0,,,,
16486,,57.0,,,,,,43.0,,,,
16487,,55.0,,,,,,35.0,,,,
16488,,53.0,,,,,,62.0,,,,
16489,,53.0,,,,,,40.0,,,,
16490,,54.0,,,,,,32.0,,,,
16491,,50.0,,,,,,38.0,,,,
16492,,55.0,,,,,,41.0,,,,
16493,,51.0,,,,,,41.0,,,,
16494,,52.0,,,,,,42.0,,,,
16495,,49.0,,,,,,34.0,,,,
16496,,54.0,,,,,,38.0,,,,
16497,,54.0,,,,,,35.0,,,,
16498,,54.0,,,,,,38.0,,,,
16499,,48.0,,,,,,58.0,,,,
16500,,54.0,,,,,,32.0,,,,
16501,,52.0,,,,,,68.0,,,,
16502,,48.0,,,,,,44.0,,,,
16503,,48.0,,,,,,36.0,,,,
16504,,54.0,,,,,,41.0,,,,
16505,,54.0,,,,,,34.0,,,,
16506,,52.0,,,,,,42.0,,,,
16507,,61.0,,,,,,37.0,,,,
16508,,50.0,,,,,,51.0,,,,
16509,,54.0,,,,,,41.0,,,,
16510,,52.0,,,,,,33.0,,,,
16511,,58.0,,,,,,46.0,,,,
16512,,56.0,,,,,,40.0,,,,
16513,,53.0,,,,,,44.0,,,,
16514,,56.0,,,,,,41.0,,,,
16515,,52.0,,,,,,35.0,,,,
16516,,60.0,,,,,,46.0,,,,
16517,,60.0,,,,,,43.0,,,,
16518,,61.0,,,,,,31.0,,,,
16519,,55.0,,,,,,34.0,,,,
16520,,56.0,,,,,,40.0,,,,
16521,,54.0,,,,,,35.0,,,,
16522,,51.0,,,,,,52.0,,,,
16523,,49.0,,,,,,24.0,,,,
16524,,60.0,,,,,,34.0,,,,
16525,,46.0,,,,,,43.0,,,,
16526,,50.0,,,,,,44.0,,,,
16527,,53.0,,,,,,43.0,,,,
16528,,49.0,,,,,,34.0,,,,
16529,,51.0,,,,,,38.0,,,,
16530,,54.0,,,,,,34.0,,,,
16531,,44.0,,,,,,65.0,,,,
16532,,52.0,,,,,,42.0,,,,
16533,,55.0,,,,,,35.0,,,,
16534,,51.0,,,,,,37.0,,,,
16535,,58.0,,,,,,35.0,,,,
16536,,53.0,,,,,,37.0,,,,
16537,,55.0,,,,,,33.0,,,,
16538,,55.0,,,,,,51.0,,,,
16539,,59.0,,,,,,30.0,,,,
16540,,44.0,,,,,,36.0,,,,
16541,,61.0,,,,,,48.0,,,,
16542,,48.0,,,,,,37.0,,,,
16543,,62.0,,,,,,31.0,,,,
16544,,52.0,,,,,,43.0,,,,
16545,,60.0,,,,,,33.0,,,,
16546,,53.0,,,,,,44.0,,,,
16547,,56.0,,,,,,39.0,,,,
16548,,57.0,,,,,,41.0,,,,
16549,,54.0,,,,,,42.0,,,,
16550,,55.0,,,,,,40.0,,,,
16551,,59.0,,,,,,30.0,,,,
16552,,50.0,,,,,,38.0,,,,
16553,,49.0,,,,,,55.0,,,,
16554,,60.0,,,,,,34.0,,,,
16555,,46.0,,,,,,52.0,,,,
16556,,62.0,,,,,,41.0,,,,
16557,,56.0,,,,,,38.0,,,,
16558,,53.0,,,,,,38.0,,,,
16559,,49.0,,,,,,30.0,,,,
16560,,51.0,,,,,,45.0,,,,
16561,,57.0,,,,,,35.0,,,,
16562,,67.0,,,,,,50.0,,,,
16563,,55.0,,,,,,41.0,,,,
16564,,53.0,,,,,,40.0,,,,
16565,,53.0,,,,,,38.0,,,,
16566,,51.0,,,,,,69.0,,,,
16567,,57.0,,,,,,31.0,,,,
16568,,60.0,,,,,,46.0,,,,
16569,,57.0,,,,,,35.0,,,,
16570,,56.0,,,,,,28.0,,,,
16571,,55.0,,,,,,42.0,,,,
16572,,48.0,,,,,,35.0,,,,
16573,,62.0,,,,,,39.0,,,,
16574,,50.0,,,,,,43.0,,,,
16575,,57.0,,,,,,38.0,,,,
16576,,56.0,,,,,,27.0,,,,
16577,,58.0,,,,,,83.0,,,,
16578,,50.0,,,,,,38.0,,,,
16579,,52.0,,,,,,56.0,,,,
16580,,49.0,,,,,,40.0,,,,
16581,,56.0,,,,,,43.0,,,,
16582,,53.0,,,,,,39.0,,,,
16583,,52.0,,,,,,51.0,,,,
16584,,51.0,,,,,,41.0,,,,
16585,,58.0,,,,,,40.0,,,,
16586,,49.0,,,,,,31.0,,,,
16587,,64.0,,,,,,34.0,,,,
16588,,53.0,,,,,,36.0,,,,
16589,,53.0,,,,,,39.0,,,,
16590,,56.0,,,,,,30.0,,,,
16591,,54.0,,,,,,39.0,,,,
16592,,51.0,,,,,,42.0,,,,
16593,,56.0,,,,,,40.0,,,,
16594,,54.0,,,,,,29.0,,,,
16595,,53.0,,,,,,52.0,,,,
16596,,51.0,,,,,,50.0,,,,
16597,,54.0,,,,,,48.0,,,,
16598,,46.0,,,,,,32.0,,,,
16599,,59.0,,,,,,32.0,,,,
16600,,57.0,,,,,,42.0,,,,
16601,,53.0,,,,,,32.0,,,,
16602,,56.0,,,,,,49.0,,,,
16603,,58.0,,,,,,35.0,,,,
16604,,52.0,,,,,,30.0,,,,
16605,,51.0,,,,,,34.0,,,,
16606,,56.0,,,,,,44.0,,,,
16607,,56.0,,,,,,37.0,,,,
16608,,54.0,,,,,,40.0,,,,
16609,,54.0,,,,,,36.0,,,,
16610,,52.0,,,,,,37.0,,,,
16611,,60.0,,,,,,32.0,,,,
16612,,50.0,,,,,,41.0,,,,
16613,,52.0,,,,,,45.0,,,,
16614,,52.0,,,,,,49.0,,,,
16615,,48.0,,,,,,40.0,,,,
16616,,62.0,,,,,,59.0,,,,
16617,,57.0,,,,,,35.0,,,,
16618,,62.0,,,,,,30.0,,,,
16619,,64.0,,,,,,39.0,,,,
16620,,54.0,,,,,,36.0,,,,
16621,,57.0,,,,,,33.0,,,,
16622,,59.0,,,,,,48.0,,,,
16623,,55.0,,,,,,35.0,,,,
16624,,53.0,,,,,,31.0,,,,
16625,,70.0,,,,,,45.0,,,,
16626,,64.0,,,,,,33.0,,,,
